score,n_species,measure,tables,primary,review,indexed,id,cite,year,authors,title,journal,doi,groups,pdf,chars
0.0,0,0,0,0,0,True,9384,Riel-Salvatore 2025,2025,"Riel-Salvatore, J.",The revolution that wasn't (again): reflections on the advent of lithic technology vs. AI,J Anthropol Sci,10.4436/JASS.10311,sleep and AI etc,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2044897721/Riel-Salvatore-2025-The revolution that wasn't.pdf,10449
0.0,0,0,0,0,0,True,9491,Sauerbrei 2025,2025,"Sauerbrei, B. A.; Pruszynski, J. A.",The brain works at more than 10 bits per second,Nat Neurosci,10.1038/s41593-025-01997-0,sleep and AI etc,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1101513903/Sauerbrei-2025-The brain works at more than 10.pdf,8979
0.0,0,0,0,0,0,False,9536,Jowsey 2025,2025,"Jowsey, Tanisha; Braun, Virginia; Clarke, Victoria; +2",We Reject the Use of Generative Artificial Intelligence for Reflexive Qualitative Research,Qualitative Inquiry,10.1177/10778004251401851,sleep and AI etc,,
0.0,0,0,0,0,0,False,9051,Granatosky and 2023,2023,"Granatosky and, Michael C.; Young, Jesse W.",Primate Locomotion,A Companion to Biological Anthropology,10.1002/9781119828075.ch35,traits evo M1,,
0.0,0,0,0,0,0,True,9601,Li 2019,2019,"Li, Mengtian; Yumer, Ersin; Ramanan, Deva",Budgeted training: Rethinking deep neural network training under resource constraints,arXiv preprint arXiv:1905.04753,,sleep and AI etc,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3172685931/Li-2019-Budgeted training_ Rethinking deep neu.pdf,3535
0.0,0,0,0,0,0,True,1960,de Waal 2013,2013,"de Waal, F. B.; Gavrilets, S.",Monogamy with a purpose,Proc Natl Acad Sci U S A,10.1073/pnas.1315839110,mating system,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2822645279/de Waal-2013-Monogamy with a purp.pdf,10417
0.0,0,0,0,0,0,True,2891,Pennisi 2011,2011,"Pennisi, E.",The Biology of Genomes. On the trail of brain domestication genes,Science,10.1126/science.332.6033.1030-b,brain structure size domestication,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3618077277/pennisi_2011_news_bonobo_domestic_brain.pdf,12653
0.0,0,0,0,0,0,True,2295,Suh 2011,2011,"Suh, J.; Rivest, A. J.; Nakashiba, T.; +2",Entorhinal Cortex Layer III Input to the Hippocampus Is Crucial for Temporal Association Memory,Science,10.1126/Science.1210125,Hippocampus regions,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1997315115/Suh-2011-Entorhinal Cortex La.pdf,34969
0.0,0,0,0,0,0,True,1608,Kanai 2011,2011,"Kanai, R.; Rees, G.",The structural basis of inter-individual differences in human behaviour and cognition,Nat Rev Neurosci,10.1038/nrn3000,V1 vol interindiv,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1750829612/Kanai--The structural basis.pdf,3513
0.0,0,0,0,0,0,False,1245,Navarrete 2009,2009,"Navarrete, A. F.; Isler, K.; van Schaik, C. P.",The Expensive Tissue Hypothesis revisited,Am J Phys Anthropol,,metabolic cost tissues,,
0.0,0,0,0,0,0,False,2787,Kay 2009,2009,"Kay, R. F.; Allen, K. L.","Dietary quality and brain size in platyrrhines: support for the ""Expensive Tissue Hypothesis"".",Am J Phys Anthropol,,metabolic cost tissues,,
0.0,0,0,0,0,0,False,4955,Huberman 2007,2007,"Huberman, A. D.; Chapman, B.",Evolution and development of eye-specific layers in the lateral geniculate nucleus,Evolution of Nervous Systems,10.1016/B0-12-370878-8/00338-4,lgn,,
0.0,0,0,0,0,0,True,2194,de Fockert 2007,2007,"de Fockert, J.; Davidoff, J.; Fagot, J.; +2",More accurate size contrast judgments in the Ebbinghaus Illusion by a remote culture,J Exp Psychol Hum Percept Perform,10.1037/0096-1523.33.3.738,V1 vol interindiv,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2918054868/de Fockert-2007-More accurate size c.pdf,24940
0.0,0,0,0,0,0,True,5792,Kastner 2006,2006,"Kastner, S.; Schneider, K. A.; Wunderlich, K.",Beyond a relay nucleus: neuroimaging views on the human LGN,Prog Brain Res,10.1016/S0079-6123(06)55008-3,lgn,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2408844402/KastnerSchneiderWunderlich_2006.pdf,605
0.0,0,0,0,0,0,False,9614,Siegel 2005,2005,"Siegel, J. M.",Clues to the functions of mammalian sleep,Nature,10.1038/nature04285,sleep and AI etc,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3829176179/Siegel-2005-Clues to the functions of mammalia.pdf,
0.0,0,0,0,0,0,True,2200,Qurrat ul 2005,2005,"Qurrat ul, Ain; Abidi, T. S.",Unraveling the function of claustrum,J Pak Med Assoc,,claustrum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3222639829/qurratulain_abidi_2005.pdf,10728
0.0,0,0,0,0,0,True,5630,Neubauer 2004,2004,"Neubauer, S.; Gunz, P.; Mitteroecker, P.; +1",Three-dimensional digital imaging of the partial Australopithecus africanus endocranium MLD 37/38,Can Assoc Radiol J,,endocranial refs,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3762650955/Neubauer-2004-Three-dimensional di.pdf,1096
0.0,0,0,0,0,0,False,5842,Holloway 2004,2004,"Holloway, R. L.; Broadfied, D. C.; Yuan, M.","The Human Fossil Record, Volume Three: Brain Endocasts -- The Paleoneurological Evidence",The Human Fossil Record,,endocranial refs,,
0.0,0,0,0,0,0,False,5891,Gegenfurtner 2004,2004,"Gegenfurtner, Karl R.; Kiper, Daniel C.",The processing of color in extrastriate cortex,Visual Neurosciences,,Visual Cortex,,
0.0,0,0,0,0,0,False,7483,Brabec 2003,2003,"Brabec, J.; Kraseny, J.; Petrovicky, P.","Volumetry of striatum and pallidum in man--anatomy, cytoarchitecture, connections, MRI and aging",Sb Lek,,brain structure vol life history health; striatum subcomp,,
0.0,0,0,0,0,0,True,1548,Kruska 2003,2003,"Kruska, D. C. T.; Sidorovich, V. E.","Comparative allometric skull morphometrics in mink (Mustela vison Schreber, 1777) of Canadian and Belarus origin; taxonomic status",Mamm Biol,10.1078/1616-5047-00095,brain structure size domestication,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4095351069/Kruska_Sidorovich_2003.pdf,51585
0.0,0,0,0,0,0,True,3080,Ribble 2003,2003,"Ribble, D.O.","The evolution of social and reproductive monogamy in Peromyscus, evidence from Peromyscus californicus (the California Mouse).","Monogamy: Mating Strategies and Partnerships in Birds, Humans, and other Mammals",,mating system,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1450967523/ribble_2003_scan.pdf,3079
0.0,0,0,0,0,0,True,387,Damasio 2003,2003,"Damasio, Antonio",Feelings of Emotion and the Self,Ann N Y Acad Sci,10.1196/annals.1279.014,insula,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4281068171/damasio_2003.pdf,22712
0.0,0,0,0,0,0,False,2895,Schwartz 2002,2002,"Schwartz, J.H.; Tattersall, I.","The Human Fossil Record, vol. 1. Terminology and Craniodental Morphology of Genus Homo (Europe)",,,endocranial refs,,
0.0,0,0,0,0,0,True,1093,Olry 2001,2001,"Olry, R.; Haines, D. E.",Claustrum: a sea wall between the island and the shell?,J Hist Neurosci,10.1076/jhin.10.3.321.9082,claustrum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4285812012/Olry-2001-Claustrum_ a sea wal.pdf,9339
0.0,0,0,0,0,0,False,5682,McNulty 2000,2000,"McNulty, V.; Cruz-Orive, L. M.; Roberts, N.; +2",Estimation of brain compartment volume from MR Cavalieri slices,J Comput Assist Tomogr,,Brain Size Measures,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0899412818/mcnulty_etal_2000.pdf,
0.0,0,0,0,0,0,False,2790,Fish 2000,2000,"Fish, J. L.; Lockwood, C. A.",Phylogenetic test of the expensive tissue hypothesis for encephalization in primates,Am J Phys Anthropol,,metabolic cost tissues,,
0.0,0,0,0,0,0,False,2642,Mowbray 2000,2000,"Mowbray, K.; Marquez, S.; Anton, S. C.; +8",The newly recovered Poloyo hominin (PL-1) from Java,Am J Phys Anthropol,,endocranial refs,,
0.0,0,0,0,0,0,False,6265,E. Delson 2000,2000,E. Delson; I. Tattersall; J. A. Van Couvering; +1,Encyclopedia of Human Evolution and Prehistory,,,endocranial refs,,
0.0,0,0,0,0,0,True,6086,Connor 2000,2000,"Connor, C. E.",Visual perception: monkeys see things our way,Curr Biol,,Visual Cortex,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1436675867/Connor-2000-Visual perception_ m.pdf,14688
0.0,0,0,0,0,0,False,5731,Li 1999,1999,"Li, Ren; Li, Hao; Liu, Shuyuan; +1",A study of the volume of cranial cavity calculating from the dimension of cranial outer surface in X-ray films - its stepwise regressive equation and evaluation,Acta Anthropol Sin,,Brain Size Measures,,
0.0,0,0,0,0,0,False,6528,Qi 1998,1998,"Qi, H. X.; Jain, N.; Preuss, T. M.; +1","Comparative architecture of areas 3a, 3b and 1 of somatosensory cortex in chimpanzees, humans and macaques",Soc Neurosci Abstr,,sensorimotor cortex,,
0.0,0,0,0,0,0,False,5205,Wilkinson 1997,1997,"Wilkinson, Mark","Characters, congruence and quality: A study of neuroanatomical and traditional data in caecilian phylogeny",Biol Rev Camb Philos Soc,10.1017/S0006323197005069,Neuroanatomical Phylogenies,,
0.0,0,0,0,0,0,False,408,Conroy 1997,1997,"Conroy, G. C.",Reconstructing Human Origins: A Modern Synthesis.,,,endocranial refs,,
0.0,0,0,0,0,0,True,7197,Bermudez de Castro 1997,1997,"Bermudez de Castro, J. M.; Arsuaga, J. L.; Carbonell, E.; +3","A hominid from the lower Pleistocene of Atapuerca, Spain: possible ancestor to Neandertals and modern humans",Science,,endocranial refs,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1017971976/Bermudez de Castro-1997-A hominid from the l.pdf,646
0.0,0,0,0,0,0,False,7440,Ruff 1997,1997,"Ruff, C. B.; Trinkaus, E.; Holliday, T. W.",Body mass and encephalization in Pleistocene Homo,Nature,,endocranial refs,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0840231526/Ruff_etal_1997_suppl_Data Set - Excel Workbook- co; /sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2103995154/Ruff-1997-Body mass and enceph.pdf,
0.0,0,0,0,0,0,False,7133,Augustinack 1997,1997,"Augustinack, J. C.; Dierking, J. M.; Redman, S. J.; +2","The rhinal sulcus and perirhinal cortex in humans, anthropoid apes, and monkeys",Soc Neurosci Abstr,,Perirhinal Cortex,,
0.0,0,0,0,0,0,False,1228,Gulyas 1996,1996,"Gulyas, B.; Tron, L.; Balkay, L.; +4",Regional glucose metabolic rates in the human brain: a PET study,Acta Biol Hung,,brain structure metabolism data for comparing,,
0.0,0,0,0,0,0,False,1028,Geyer 1996,1996,"Geyer, S.; Ledberg, A.; Schleicher, A.; +7",Two different areas within the primary motor cortex of man,Nature,10.1038/382805a0,evo M1 reading list,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3802327697/geyer_etal_1996.pdf,
0.0,0,0,0,0,0,False,1575,Nehlig 1996,1996,"Nehlig, Astrid",Metabolism of the central nervous system,Neurophysiological Basis of Cerebral Blood Flow Control: An Introduction,,metabolic cost tissues,,
0.0,0,0,0,0,0,False,4797,Aiello 1996,1996,"Aiello, L. C.; Wheeler, P.","On diet, energy metabolism, and brain size in human evolution - Reply",Curr Anthropol,,metabolic cost tissues,,
0.0,0,0,0,0,0,True,6042,Fiez 1996,1996,"Fiez, J. A.",Cerebellar contributions to cognition,Neuron,,cerebellum,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1591798340/Fiez-1996-Cerebellar contribut.pdf,17595
0.0,0,0,0,0,0,False,7656,Kitani 1995,1995,"Kitani, K.; Senda, M.; Toyama, H.; +5",Decline in glucose metabolism in the brain in neuronal ceroid lipofuscinosis (NCL) in English setter--evidence by positron emission tomography (PET),Gerontology,10.1159/000213747,brain structure metabolism data for comparing,,
0.0,0,0,0,0,0,False,5668,MacLarnon 1995,1995,"MacLarnon, A.",The distribution of spinal-cord tissues and locomotor adaptation in primates,J Hum Evol,,Spinal Cord,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0785915740/maclarnon_1996-The-distribution.pdf,
0.0,0,0,0,0,0,False,6344,Wake 1994,1994,"Wake, Marvalee H.",The use of unconventional morphological characters in analysis of systematic patterns and evolutionary processes,Interpreting the Hierarchy of Nature,,Neuroanatomical Phylogenies,,
0.0,0,0,0,0,0,True,9616,Karni 1994,1994,"Karni, A.; Tanne, D.; Rubenstein, B. S.; +2",Dependence on REM sleep of overnight improvement of a perceptual skill,Science,10.1126/science.8036518,sleep and AI etc,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0719885258/Karni-1994-Dependence on REM sleep of overnigh.pdf,34425
0.0,0,0,0,0,0,False,4285,Nemoto 1994,1994,"Nemoto, E. M.; Yao, L.; Yonas, H.; +1",Compartmentation of whole brain blood flow and oxygen and glucose metabolism in monkeys,J Neurosurg Anesthesiol,10.1097/00008506-199407000-00004,metabolic cost tissues,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/1539942437/Nemoto-1994-Compartmentation of.pdf,
0.0,0,0,0,0,0,False,7105,Bullock 1993,1993,"Bullock, Theodore Holmes","Chapter 13, Evolution of the Nervous System: What's so special about brains?",How do brains work?  Papers of a comparative neurophysiologist,,Brains and Endocrania,,
0.0,0,0,0,0,0,False,5659,MacLarnon 1993,1993,"MacLarnon, A.",The Vertebral Canal,The Nariokotome Homo erectus Skeleton,,Spinal Cord,,
0.0,0,0,0,0,0,False,383,L. Edvinsson 1993,1993,L. Edvinsson; E.T. MacKenzie; J. McCulloch,2.3 Energy Generation in the Nervous System,Cerebral Blood Flow and Metabolism,,metabolic cost tissues,,
0.0,0,0,0,0,0,False,2896,Vlček 1993,1993,"Vlček, Emanuel",Fossile Menschenfunde von Weimer-Ehringsdorf,,,endocranial refs,,
0.0,0,0,0,0,0,False,7808,Korbo 1993,1993,"Korbo, L.; Andersen, B. B.; Ladefoged, O.; +1",Total numbers of various cell types in rat cerebellar cortex estimated using an unbiased stereological method,Brain Res,10.1016/0006-8993(93)90881-m,cerebellum,,
0.0,0,0,0,0,0,False,7402,Clarke 1993,1993,"Clarke, Stephanie",Callosal connections and functional subdivision of the human occipital cortex,Functional Organization of the Human Visual Cortex,,Visual Cortex,,
0.0,0,0,0,0,0,True,2487,Reep 1990,1990,"Reep, R. L.; O'Shea, T. J.",Regional brain morphometry and lissencephaly in the Sirenia,Brain Behav Evol,10.1159/000115866,brain structure size data,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3333574074/Reep-1990-Regional brain morph.pdf,570
0.0,0,0,0,0,0,True,2783,Armstrong 1990,1990,"Armstrong, E.","Brains, bodies and metabolism",Brain Behav Evol,10.1159/000115305,metabolic cost tissues,"/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0382926233/Armstrong-1990-Brains, bodies and m.pdf",627
0.0,0,0,0,0,0,False,6137,Aiello 1990,1990,"Aiello, Leslie; Dean, Christopher",An introduction to human evolutionary anatomy,,,endocranial refs,,
0.0,0,0,0,0,0,False,4802,Trevisi 1987,1987,"Trevisi, M.; Mazzoni, M.; Ricci, D.; +1",[Cytoarchitecture of the human claustrum: statistical and morphometric study of preparations stained with cresyl violet],Arch Ital Anat Embriol,,claustrum,,
0.0,0,0,0,0,0,False,382,DeVito 1986,1986,"DeVito, J. L.; Graham, J.; Schultz, G.; +2",Morphometry of the developing brain in Macaca nemestrina,"Primate Ontogeny, Cognition and Social Behaviour",,metabolic cost tissues,,
0.0,0,0,0,0,0,False,4829,Marinkovic 1986,1986,"Marinkovic, R.; Polzovic, A.; Gudovic, R.; +2",[Stereologic analysis of the development of the claustrum between the 14th and 19th week of gestational age],Med Pregl,,claustrum,,
0.0,0,0,0,0,0,False,2319,Adam 1985,1985,"Adam, KD",The chronological and systematic position of the Steinheim skull,Ancestors: The Hard Evidence,,endocranial refs,,
0.0,0,0,0,0,0,True,2482,West 1985,1985,"West, M. J.; Schwerdtfeger, W. K.","An allometric study of hippocampal components. A comparative study of the brains of the European hedgehog (Erinaceus europaeus), the tree shrew (Tupaia glis), and the marmoset monkey (Callithrix jacchus)",Brain Behav Evol,10.1159/000118723,Hippocampus regions,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/2383132803/West-1985-An allometric study.pdf,741
0.0,0,0,0,0,0,False,7835,Bogerts 1984,1984,"Bogerts, B.",[Neuropathology of schizophrenias],Fortschr Neurol Psychiatr,10.1055/s-2007-1002212,brain structure metabolism data for comparing,,
0.0,0,0,0,0,0,False,466,Brauer 1984,1984,"Brauer, G",A craniological approach to the origin of anatomically modern Homo sapiens in Africa and implications for the appearance of modern Europeans.,The Origin of Modern Humans: A World Survey of the Fossil Evidence,,endocranial refs,,
0.0,0,0,0,0,0,True,2475,Pirlot 1982,1982,"Pirlot, P.; Jolicoeur, P.",Correlations between Major Brain-Regions in Chiroptera,Brain Behav Evol,10.1159/000121589,brain structure size data; Stephan Zilles collections,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3456866949/Pirlot-1982-Correlations between.pdf,570
0.0,0,0,0,0,0,True,3120,Meyer 1981,1981,"Meyer, J.",A quantitative comparison of the parts of the brains of two Australian marsupials and some eutherian mammals,Brain Behav Evol,10.1159/000121776,brain structure size data,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/0126794893/Meyer-1981-A quantitative compa.pdf,924
0.0,0,0,0,0,0,True,5437,Vital-Durand 1981,1981,"Vital-Durand, F.; Blakemore, C.",Visual cortex of an anthropoid ape,Nature,,Visual Cortex,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4044079269/vitaldurand_blakemore_1981.pdf,34
0.0,0,0,0,0,0,False,5853,Ho 1980,1980,"Ho, K. C.; Roessmann, U.; Straumfjord, J. V.; +1","Analysis of brain weight. II. Adult brain weight in relation to body height, weight, and surface area",Arch Pathol Lab Med,,Brain Size Scaling,,
0.0,0,0,0,0,0,False,5872,Ho 1980,1980,"Ho, K. C.; Roessmann, U.; Straumfjord, J. V.; +1","Analysis of brain weight. I. Adult brain weight in relation to sex, race, and age",Arch Pathol Lab Med,,Brain Size Scaling,,
0.0,0,0,0,0,0,False,4834,Fujioka 1980,1980,"Fujioka, M.",[Projection to the striatum and the claustrum from the somatic sensory cortex in monkey (author's transl)],No To Shinkei,,claustrum,,
0.0,0,0,0,0,0,False,4835,Vakoliuk 1979,1979,"Vakoliuk, N. I.",[Morphophysiology of the claustrum],Usp Fiziol Nauk,,claustrum,,
0.0,0,0,0,0,0,False,2734,Siesjo 1978,1978,"Siesjo, Bo K.",Brain Energy Metabolism,,,metabolic cost tissues,,
0.0,0,0,0,0,0,True,1686,Milton 1976,1976,"Milton, K.; May, M. L.","Body weight, diet and home range area in primates",Nature,10.1038/259459a0,home range data,"/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/3862194294/Milton-1976-Body weight, diet an.pdf",128
0.0,0,0,0,0,0,True,2321,Locke 1976,1976,"Locke, Simeon","Discussion Paper: Language, Neural Organization, and the Fossil Record",Ann N Y Acad Sci,10.1111/j.1749-6632.1976.tb25500.x,Brains and Endocrania,/sessions/peaceful-charming-feynman/mnt/References.Data/PDF/4177592242/Locke-1976-Discussion Paper_ La.pdf,8598
0.0,0,0,0,0,0,False,7062,Campbell 1975,1975,"Campbell, C. B. G.",The central nervous system:  Its uses and limitations in assessing phylogenetic relationships,Phylogeny of the Primates: A multidisciplinary approach,,Neuroanatomical Phylogenies,,
